id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1220199230989451264,1220199230989451264,1579753141000,2020-01-22,23:19:01,-05,1103788612288569346,hipatiatrux,HipatiaTrux,,"En las Elecciones del año 2000 Eliane Karp gritaba voz en cuello que #AlejandroToledo era un ser sano y sagrado; a pesar de las pruebas en su contra resultó electo presidente del Perú.

En el 2020 ¿cantaremos nuevamente “Tropecé con la misma piedra”?

#JulioGuzmán #PartidoMorado pic.twitter.com/4dDhuWc9CV",[],[],['https://pbs.twimg.com/media/EO8EtG4VUAER5RC.jpg'],0,0,0,"['#alejandrotoledo', '#julioguzmán', '#partidomorado']",[],https://twitter.com/HipatiaTrux/status/1220199230989451264,False,,0,,,,,,,"[{'user_id': '1103788612288569346', 'username': 'HipatiaTrux'}]",,,,
1220191811999801344,1220191811999801344,1579751372000,2020-01-22,22:49:32,-05,1301223228,rosachui,ROSA ISABEL ,,IMASOLU: SOMOS PERÚ LIDERA INTENCIÓN DE VOTO PARA ELECCIONES 2020 EN LIMA METROPOLITANA  http://huku.pe/imasolu-somos-peru-lidera-intencion-de-voto-para-elecciones-2020-en-lima-metropolitana/ …,[],['http://huku.pe/imasolu-somos-peru-lidera-intencion-de-voto-para-elecciones-2020-en-lima-metropolitana/'],[],0,0,0,[],[],https://twitter.com/rosachui/status/1220191811999801344,False,,0,,,,,,,"[{'user_id': '1301223228', 'username': 'rosachui'}]",,,,
1220165036171255808,1220165036171255808,1579744988000,2020-01-22,21:03:08,-05,75926770,peru_noticias,Perú Noticias,,"Luego de que cerrara el Congreso, se convocaron las Elecciones Congresales Extraordinarias 2020, donde 28 millones de peruanos recurrirán a las urnas este 26 de enero para hacer valer su derecho a voto por convicción. Como much...  http://twib.in/l/rMzKxxdaxgj5  #PeruDaily #PerúNoticias pic.twitter.com/K35akY1R08",[],['http://twib.in/l/rMzKxxdaxgj5'],['https://pbs.twimg.com/media/EO7lolMXkAEuJa8.png'],0,0,0,"['#perudaily', '#perúnoticias']",[],https://twitter.com/Peru_Noticias/status/1220165036171255808,False,,0,,,,,,,"[{'user_id': '75926770', 'username': 'Peru_Noticias'}]",,,,
1220155065538957318,1220155065538957318,1579742611000,2020-01-22,20:23:31,-05,316946162,esparappkausas,Es Para Muñozcausas,,"El Comercio - Perú: Elecciones 2020: el lunes 27 de enero será día no laborable no compensable para los miembros de mesa.
 https://elcomercio.pe/elecciones-2020/elecciones-2020-el-lunes-27-de-enero-sera-dia-no-laborable-no-compensable-para-los-miembros-de-mesa-noticia/ …

a través de @GoogleNews",['googlenews'],['https://elcomercio.pe/elecciones-2020/elecciones-2020-el-lunes-27-de-enero-sera-dia-no-laborable-no-compensable-para-los-miembros-de-mesa-noticia/'],[],0,0,0,[],[],https://twitter.com/Esparappkausas/status/1220155065538957318,False,,0,,,,,,,"[{'user_id': '316946162', 'username': 'Esparappkausas'}, {'user_id': '33584794', 'username': 'googlenews'}]",,,,
1220146834989092864,1220146834989092864,1579740649000,2020-01-22,19:50:49,-05,869315582,ricolasdice,Nicolás ✈,,Elecciones congresales en Perú 2020  https://twitter.com/promsex/status/1220107117723627527 …,[],['https://twitter.com/promsex/status/1220107117723627527'],[],0,0,1,[],[],https://twitter.com/ricolasdice/status/1220146834989092864,False,https://twitter.com/promsex/status/1220107117723627527,0,,,,,,,"[{'user_id': '869315582', 'username': 'ricolasdice'}]",,,,
1220143635775311874,1220143635775311874,1579739886000,2020-01-22,19:38:06,-05,867376646130675713,jorgelu_31,Jorge Luis Espinoza,,"Mensaje de Beatriz Mejía Morí a los creyentes de todo el Perú!.

 Este Domingo 26.01.2020 Elecciones al Congreso de la República Marca el Tren de AVANZA PAÍS y escribe el 1 Beatriz Mejía Morí 🇵🇪  pic.twitter.com/tUwVYkFB77",[],[],[],0,3,4,[],[],https://twitter.com/JorgeLu_31/status/1220143635775311874,False,,1,,,,,,,"[{'user_id': '867376646130675713', 'username': 'JorgeLu_31'}]",,,,
1220129516179394560,1220129516179394560,1579736520000,2020-01-22,18:42:00,-05,29655554,servindi,Servindi,,"#Perú: A pocos días de celebrar las Elecciones Congresales Extraordinarias 2020, presentamos un recuento de los líderes indígenas que participaran en este proceso electoral →  https://bit.ly/38wMWd7  pic.twitter.com/yEMw7BOYgO",[],['https://bit.ly/38wMWd7'],['https://pbs.twimg.com/media/EO6vXC7XkAAdfU6.jpg'],0,2,0,['#perú'],[],https://twitter.com/Servindi/status/1220129516179394560,False,,0,,,,,,,"[{'user_id': '29655554', 'username': 'Servindi'}]",,,,
1220122335396683776,1220122335396683776,1579734808000,2020-01-22,18:13:28,-05,539167804,mtpe_peru,Ministerio de Trabajo,,"🔴 #EnVivo | ¿Eres miembro de mesa o vives en provincia y votas en otro departamento? 🤔
Comenta tus dudas y consultas sobre estas Elecciones Congresales Extraordinarias 2020.
Mira nuestra transmisión, aquí 👉  http://bit.ly/36hINrZ  pic.twitter.com/gV4I78oYiX",[],['http://bit.ly/36hINrZ'],['https://pbs.twimg.com/media/EO6-yheXkAAGDAE.jpg'],2,3,5,['#envivo'],[],https://twitter.com/MTPE_Peru/status/1220122335396683776,False,,0,,,,,,,"[{'user_id': '539167804', 'username': 'MTPE_Peru'}]",,,,
1220119304944963584,1220119304944963584,1579734085000,2020-01-22,18:01:25,-05,86170699,comunidadandina,Comunidad Andina,,"La Secretaría General de la #ComunidadAndina asistió invitada por el @JNE_Peru a observar los debates del 16 y 19 de enero, en el marco de las Elecciones Congresales Extraordinarias 2020 que se realizarán este domingo 26.  pic.twitter.com/sKwhV2Yd6I",['jne_peru'],[],['https://pbs.twimg.com/media/EO68B7nXsAAywP2.jpg'],0,0,3,['#comunidadandina'],[],https://twitter.com/ComunidadAndina/status/1220119304944963584,False,,0,,,,,,,"[{'user_id': '86170699', 'username': 'ComunidadAndina'}, {'user_id': '160355694', 'username': 'JNE_Peru'}]",,,,
1220118022205116417,1220118022205116417,1579733779000,2020-01-22,17:56:19,-05,1724269693,walterfloresss,Walter flores garcia,,Elecciones 2020: ¿no sabes dónde votar? Conoce aquí tu local de votación para los comicios del 26 de enero  https://elcomercio.pe/elecciones-2020/onpe-elecciones-2020-revisa-gratis-aqui-donde-votar-para-elegir-a-congresistas-el-domingo-26-de-enero-local-de-votacion-miembro-de-mesa-onpe-reniec-noticia/ … a través de @elcomercio_peru,['elcomercio_peru'],['https://elcomercio.pe/elecciones-2020/onpe-elecciones-2020-revisa-gratis-aqui-donde-votar-para-elegir-a-congresistas-el-domingo-26-de-enero-local-de-votacion-miembro-de-mesa-onpe-reniec-noticia/'],[],0,0,0,[],[],https://twitter.com/Walterfloresss/status/1220118022205116417,False,,0,,,,,,,"[{'user_id': '1724269693', 'username': 'Walterfloresss'}, {'user_id': '233033221', 'username': 'elcomercio_peru'}]",,,,
